org.graalvm.compiler.hotspot.replacements.arraycopy.HotSpotArraycopySnippets#loadHub(Object)->Pointer::: hot spot arraycopy snippets load hub
org.graalvm.compiler.hotspot.replacements.arraycopy.HotSpotArraycopySnippets#getSuperCheckOffset(Pointer)->Word::: hot spot arraycopy snippets get super check offset
org.graalvm.compiler.hotspot.replacements.arraycopy.HotSpotArraycopySnippets#getReadLayoutHelper(Pointer)->int::: hot spot arraycopy snippets get read layout helper
org.graalvm.compiler.hotspot.replacements.arraycopy.HotSpotArraycopySnippets#getDestElemClass(Pointer)->Pointer::: hot spot arraycopy snippets get dest elem class
org.graalvm.compiler.hotspot.replacements.arraycopy.HotSpotArraycopySnippets#heapWordSize()->int::: hot spot arraycopy snippets heap word size
