sun.jvm.hotspot.debugger.remote.aarch64.RemoteAARCH64Thread#getContext()->ThreadContext::: remote h64 thread get context
sun.jvm.hotspot.debugger.remote.aarch64.RemoteAARCH64ThreadContext#setRegisterAsAddress(int, Address)->void::: remote h64 thread context set register as address
sun.jvm.hotspot.debugger.remote.aarch64.RemoteAARCH64ThreadContext#getRegisterAsAddress(int)->Address::: remote h64 thread context get register as address
sun.jvm.hotspot.debugger.remote.aarch64.RemoteAARCH64ThreadFactory#createThreadWrapper(Address)->ThreadProxy::: remote h64 thread factory create thread wrapper
sun.jvm.hotspot.debugger.remote.aarch64.RemoteAARCH64ThreadFactory#createThreadWrapper(long)->ThreadProxy::: remote h64 thread factory create thread wrapper
