sun.swing.plaf.windows.ClassicSortArrowIcon#paintIcon(Component, Graphics, int, int)->void::: classic sort arrow icon paint icon
sun.swing.plaf.windows.ClassicSortArrowIcon#getIconWidth()->int::: classic sort arrow icon get icon width
sun.swing.plaf.windows.ClassicSortArrowIcon#getIconHeight()->int::: classic sort arrow icon get icon height
