sun.jvm.hotspot.runtime.win32_x86.Win32X86JavaThreadPDAccess#getLastJavaFP(Address)->Address::: win32 x86 java thread access get last java p
sun.jvm.hotspot.runtime.win32_x86.Win32X86JavaThreadPDAccess#getLastJavaPC(Address)->Address::: win32 x86 java thread access get last java c
sun.jvm.hotspot.runtime.win32_x86.Win32X86JavaThreadPDAccess#getBaseOfStackPointer(Address)->Address::: win32 x86 java thread access get base of stack pointer
sun.jvm.hotspot.runtime.win32_x86.Win32X86JavaThreadPDAccess#getLastFramePD(JavaThread, Address)->Frame::: win32 x86 java thread access get last frame d
sun.jvm.hotspot.runtime.win32_x86.Win32X86JavaThreadPDAccess#newRegisterMap(JavaThread, boolean)->RegisterMap::: win32 x86 java thread access new register map
sun.jvm.hotspot.runtime.win32_x86.Win32X86JavaThreadPDAccess#getCurrentFrameGuess(JavaThread, Address)->Frame::: win32 x86 java thread access get current frame guess
sun.jvm.hotspot.runtime.win32_x86.Win32X86JavaThreadPDAccess#printThreadIDOn(Address, PrintStream)->void::: win32 x86 java thread access print thread on
sun.jvm.hotspot.runtime.win32_x86.Win32X86JavaThreadPDAccess#printInfoOn(Address, PrintStream)->void::: win32 x86 java thread access print info on
sun.jvm.hotspot.runtime.win32_x86.Win32X86JavaThreadPDAccess#getLastSP(Address)->Address::: win32 x86 java thread access get last p
sun.jvm.hotspot.runtime.win32_x86.Win32X86JavaThreadPDAccess#getThreadProxy(Address)->ThreadProxy::: win32 x86 java thread access get thread proxy
